Barrio_Localidad,CANTIDAD_HURTOS,Domingo,Jueves,Lunes,Martes,Miércoles,Sábado,Viernes,TP27_PERSO,TP9_1_USO,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,Num_Colegios,Num_Cai,Distancia_CAI
TINTALA-KENNEDY,204,19,36,27,22,19,38,43,19214.0,7233.0,0.0,28.0,38.0,1.0,0.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,594.2969917236809
TINTALITO II-KENNEDY,4,1,0,0,1,0,1,1,1693.0,485.0,7.0,27.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.80975839694185
TINTALITO-KENNEDY,51,4,7,9,8,7,7,9,2809.0,889.0,1.0,51.0,19.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,423.3406427793808
TISQUESUSA-ENGATIVÁ,4,0,1,0,2,0,0,1,2343.0,772.0,1.0,4.0,26.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,858.7540217325013
TOBERIN ORIENTAL-USAQUÉN,459,28,73,52,89,77,67,73,1339.0,356.0,10.0,12.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.499280100705
TOCAIMITA ORIENTAL-USME,1,0,0,0,0,0,0,1,1085.0,343.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.4017630850974
TOCAIMITA SUR-USME,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.883719379446
TOCAREMA-KENNEDY,18,2,4,1,3,3,4,1,1298.0,417.0,1.0,6.0,13.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,555.3424287670432
TORCA-USAQUÉN,24,6,1,3,3,2,4,5,595.0,257.0,2.0,15.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4471.99786299452
TORCOROMA-USAQUÉN,1,0,0,0,0,0,0,1,878.0,278.0,0.0,31.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,952.829613912816
TORREMOLINOS-PUENTE ARANDA,21,1,5,4,2,3,5,1,4692.0,1401.0,2.0,21.0,12.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,657.838110789729
TUNA ALTA SECTOR EL ROSAL-SUBA,1,0,0,0,0,0,1,0,1717.0,570.0,0.0,2.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,404.4802500165643
TUNA ALTA-SUBA,31,3,8,6,2,4,4,4,696.0,298.0,1.0,21.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,740.8123794095868
TUNA BAJA III SECTOR-SUBA,3,0,1,1,1,0,0,0,6480.0,2574.0,6.0,42.0,22.0,0.0,3.0,20.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,719.1142164462755
TUNA BAJA-SUBA,49,6,5,3,12,7,4,12,935.0,296.0,1.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.4920609928163
TUNALITO-TUNJUELITO,90,7,21,6,16,17,9,14,108.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.4325166097054
TUNDAMA-KENNEDY,4,0,0,0,2,0,1,1,1425.0,443.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,673.1353736960444
TUNJUELITO-TUNJUELITO,392,36,56,59,54,62,63,62,9984.0,3161.0,14.0,33.0,16.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,678.9494176759089
TURINGIA II-SUBA,1,0,0,1,0,0,0,0,677.0,233.0,2.0,30.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1100.2309380104432
TURINGIA-SUBA,38,2,8,3,8,6,6,5,781.0,283.0,0.0,53.0,44.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1158.2062315500582
URB. FUCHA-RAFAEL URIBE,5,0,2,1,0,0,0,2,2600.0,938.0,5.0,23.0,15.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,609.6811861640101
URB. TIBABITA 188-USAQUÉN,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.967412002438
URIBIA-SUBA,2,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618.9718277859229
USAQUEN-USAQUÉN,1493,130,221,182,267,234,196,263,542.0,277.0,0.0,96.0,86.0,8.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,187.40078273580556
USATAMA-LOS MÁRTIRES,63,3,9,2,15,13,4,17,3524.0,1392.0,2.0,25.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.2045202700035
VALENCIA LA CHUCUA-KENNEDY,1,0,0,0,0,0,1,0,641.0,141.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.1808902747188
VALLADOLID-KENNEDY,97,8,15,7,22,18,10,17,7883.0,2635.0,61.0,116.0,92.0,2.0,5.0,5.0,3.0,1.0,0.0,9.0,1.0,2.0,0.0,734.6245637221416
VALPARAISO-SAN CRISTÓBAL,1,0,0,0,0,0,1,0,1806.0,572.0,2.0,25.0,7.0,0.0,3.0,52.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,797.0763875382052
VASCONIA II-KENNEDY,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.9964628321742
VEGAS DE SANTA ANA-KENNEDY,8,0,1,3,2,0,0,2,1289.0,288.0,0.0,16.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.4563832344265
VEGAS DE SANTANA-BOSA,3,1,0,1,0,1,0,0,663.0,148.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.8458121693171
VELODROMO-SAN CRISTÓBAL,31,2,9,5,4,2,5,4,1424.0,491.0,8.0,17.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,600.152997546348
VENECIA-TUNJUELITO,636,63,116,86,85,82,110,94,11221.0,4015.0,32.0,730.0,238.0,1.0,12.0,2.0,4.0,0.0,0.0,17.0,1.0,10.0,0.0,272.138204012036
VERACRUZ-ENGATIVÁ,9,1,4,1,0,1,0,2,1086.0,168.0,4.0,10.0,14.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,626.5175877863622
VERACRUZ-FONTIBÓN,5,0,0,2,0,3,0,0,773.0,210.0,5.0,31.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,806.2177863516109
VERACRUZ-SANTA FE,379,36,63,48,52,56,52,72,2943.0,2277.0,0.0,579.0,564.0,0.0,22.0,1.0,2.0,0.0,0.0,9.0,2.0,1.0,0.0,354.3327210425638
VERAGUAS-LOS MÁRTIRES,114,10,23,12,16,18,16,19,3334.0,1093.0,9.0,88.0,52.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,630.8661347522063
VERBENAL II SECTOR-USAQUÉN,13,1,3,0,1,1,4,3,281.0,91.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,368.63407150896575
VEREDA MONSERRATE-SANTA FE,6,3,1,0,0,0,1,1,92.0,27.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1788.453919860631
VEREDA SUBA CERROS-SUBA,2,0,0,1,0,1,0,0,110.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0926574615562
VEREDA SUBA NARANJOS-SUBA,2,0,0,0,0,0,1,1,22.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1038.5419066539916
VERONA-CIUDAD BOLÍVAR,46,5,4,7,10,6,8,6,605.0,192.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.1135130624585
VERONA-SUBA,4,0,0,0,2,1,1,0,549.0,175.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.747488309945
VIANEY-USME,1,0,0,0,0,0,0,1,641.0,233.0,1.0,4.0,5.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,556.5437117265261
VILLA ADRIANA-KENNEDY,10,0,0,1,2,2,2,3,1238.0,417.0,1.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,394.53603758907565
VILLA ALBANIA-SAN CRISTÓBAL,4,1,1,0,2,0,0,0,292.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.995519954379
VILLA ALEGRIA-BOSA,1,0,0,0,0,1,0,0,708.0,150.0,4.0,12.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,722.3489867491419
VILLA ALEJANDRIA-USME,1,0,1,0,0,0,0,0,223.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,878.3276512317518
VILLA ALEMANIA-USME,10,1,4,0,1,2,0,2,765.0,248.0,1.0,5.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,198.63626987300827
VILLA ALEXANDRA-KENNEDY,1,0,0,0,1,0,0,0,2472.0,733.0,6.0,20.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2038.0666395699043
VILLA ALSACIA-KENNEDY,273,25,56,36,39,36,38,43,4839.0,1562.0,8.0,54.0,35.0,0.0,8.0,4.0,7.0,0.0,0.0,3.0,0.0,5.0,0.0,633.3218879723775
VILLA AMALIA-ENGATIVÁ,50,2,8,4,5,8,8,15,4819.0,1620.0,9.0,120.0,71.0,0.0,7.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,726.6685451616928
VILLA ANITA USME-USME,4,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.6352328714552
VILLA ANITA-KENNEDY,8,2,0,1,1,3,1,0,2278.0,732.0,2.0,42.0,14.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,292.25037222244146
VILLA AURORA-SAN CRISTÓBAL,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.08184302333825
VILLA BEGONIA-SAN CRISTÓBAL,1,0,0,0,1,0,0,0,225.0,67.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.14986974077436
VILLA CARMENZA-FONTIBÓN,36,5,3,3,3,13,3,6,107.0,34.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.3855456979249
VILLA CAROLINA-BOSA,1,0,0,0,0,0,1,0,632.0,170.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.1377595366262
VILLA CATALINA III SECTOR-SUBA,3,0,1,0,0,0,1,1,702.0,249.0,1.0,13.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.8362360232984
VILLA CINDY-SUBA,12,2,1,2,2,1,2,2,7141.0,2661.0,21.0,61.0,74.0,0.0,3.0,53.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,2356.4937181940873
VILLA CLAUDIA-KENNEDY,76,6,6,11,18,13,12,10,937.0,307.0,0.0,11.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,797.3643557884245
VILLA CLEMENCIA-BOSA,10,1,2,2,0,1,3,1,1167.0,358.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,908.1844612435525
VILLA COLOMBIA-BOSA,4,0,1,0,1,0,1,1,658.0,183.0,0.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.92574125640397
VILLA CONSTANZA-ENGATIVÁ,6,1,2,0,0,1,0,2,1867.0,602.0,5.0,18.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.04451908101964
VILLA CRISTINA-ENGATIVÁ,6,3,0,1,0,1,1,0,2948.0,826.0,0.0,18.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,398.619504931446
VILLA DE LA LOMA-KENNEDY,14,2,1,4,2,1,3,1,4322.0,1237.0,7.0,30.0,9.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,246.36059146599283
VILLA DE LA TORRE-KENNEDY,4,2,0,1,0,0,0,1,1815.0,572.0,4.0,35.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,376.7632308012957
VILLA DE LOS ALPES-SAN CRISTÓBAL,65,7,10,9,9,8,11,11,8378.0,2685.0,2.0,89.0,12.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,767.7175975184956
VILLA DE LOS COMUNEROS-BOSA,2,0,1,1,0,0,0,0,371.0,130.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.61176254768947
VILLA DE LOS SAUCES-KENNEDY,9,2,2,2,0,1,1,1,4784.0,1513.0,1.0,9.0,9.0,0.0,3.0,2.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,859.8269722407606
VILLA DEL CAMPO-SUBA,1,0,0,0,0,1,0,0,845.0,262.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.9628099112324
VILLA DEL CARMEN-USAQUÉN,5,1,2,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0313669018075
VILLA DEL PRADO-SUBA,342,12,56,47,47,65,41,74,7538.0,2730.0,27.0,181.0,239.0,4.0,15.0,1.0,3.0,1.0,0.0,6.0,0.0,4.0,0.0,813.1682639615591
VILLA DEL RIO-BOSA,179,12,29,26,25,29,30,28,7756.0,2345.0,5.0,104.0,48.0,0.0,5.0,0.0,3.0,0.0,0.0,4.0,0.0,7.0,1.0,473.63706975421877
VILLA DEL ROSARIO-PUENTE ARANDA,20,2,3,3,3,3,2,4,9403.0,2728.0,9.0,18.0,2.0,1.0,4.0,2.0,6.0,0.0,0.0,9.0,0.0,4.0,0.0,509.35716133723906
VILLA DIANA LOPEZ-CIUDAD BOLÍVAR,2,0,0,0,1,1,0,0,1048.0,333.0,1.0,21.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,945.041490234146
VILLA DIANA-USME,4,1,0,1,0,0,2,0,3648.0,1319.0,1.0,21.0,15.0,0.0,0.0,207.0,5.0,0.0,0.0,53.0,0.0,0.0,0.0,1750.6288351712287
VILLA ELISA-SUBA,168,21,28,30,24,21,24,20,4412.0,1529.0,5.0,108.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1032.142535274692
VILLA ELVIRA-KENNEDY,2,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149.425237227023
VILLA ESPERANZA-RAFAEL URIBE,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.1122098667614
VILLA ESPERANZA-SUBA,2,0,0,1,0,0,0,1,436.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.2249712586479
VILLA GALANTE-KENNEDY,3,0,0,0,1,0,1,1,3065.0,1036.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.8418105978226
VILLA GLADYS IV SECTOR-ENGATIVÁ,2,1,0,0,0,0,1,0,342.0,69.0,4.0,13.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,536.8392097790858
VILLA GLADYS-ENGATIVÁ,34,5,8,1,5,5,6,4,4767.0,1499.0,24.0,94.0,48.0,0.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,486.43843606422496
VILLA GLADYS-RAFAEL URIBE,2,1,0,0,0,1,0,0,1101.0,333.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.5986594295152
VILLA GLORIA I-SUBA,2,0,1,0,0,1,0,0,1973.0,657.0,16.0,24.0,15.0,0.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1155.3537024306763
VILLA GLORIA LAS MANITAS-CIUDAD BOLÍVAR,8,0,1,0,1,1,2,3,340.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.6589668574988
VILLA GLORIA-CIUDAD BOLÍVAR,15,0,2,3,4,1,2,3,1782.0,560.0,0.0,6.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,720.8242265613711
VILLA HERMOSA-KENNEDY,4,0,0,1,1,1,0,1,4596.0,1398.0,35.0,79.0,17.0,0.0,1.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,607.0480451405006
VILLA HERMOSA-SUBA,21,3,3,3,1,5,5,1,493.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.8173448531472
VILLA HERMOSA-USME,2,0,0,1,0,0,1,0,4570.0,1515.0,3.0,42.0,16.0,0.0,1.0,12.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,273.58793715829785
VILLA INES-PUENTE ARANDA,4,1,0,0,0,1,0,2,1679.0,609.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,644.3524506259229
VILLA ISABEL-USME,4,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.3823313117462
VILLA ISRAEL-USME,2,1,0,0,0,0,1,0,340.0,105.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,212.5942116749607
VILLA JACQUI-CIUDAD BOLÍVAR,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.4902986425134
VILLA JAVIER-SAN CRISTÓBAL,25,3,3,1,4,4,8,2,1171.0,388.0,4.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,723.0996969439856
VILLA KAREN-BOSA,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.3540584863247
VILLA LILIANA-FONTIBÓN,1,0,0,0,0,0,1,0,1166.0,413.0,4.0,2.0,25.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.2544266816815
VILLA MAGDALA-USAQUÉN,32,4,3,1,4,7,6,7,2239.0,832.0,7.0,42.0,29.0,1.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,667.819804163044
VILLA MARY-ENGATIVÁ,8,2,2,1,0,0,1,2,1784.0,575.0,12.0,25.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.22691143593422
VILLA MAYOR-RAFAEL URIBE,77,6,11,9,15,13,12,11,4834.0,1497.0,2.0,34.0,22.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,630.0876460214026
VILLA MENDOZA-KENNEDY,1,0,0,0,1,0,0,0,1266.0,379.0,0.0,18.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.9514397505253
VILLA MORALES-RAFAEL URIBE,1,0,0,1,0,0,0,0,912.0,202.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,881.5735724835698
VILLA NATALIA-BOSA,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.5101350600601
VILLA NELLY III LOS ALISOS-KENNEDY,8,1,1,0,3,1,2,0,2773.0,901.0,12.0,55.0,43.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,733.0951138750277
VILLA NELLY-KENNEDY,24,1,6,3,1,3,6,4,2126.0,726.0,11.0,24.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,457.5324097893712
VILLA NELLY-USME,10,0,0,3,2,1,2,2,463.0,165.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1224.807370050507
VILLA NUEVA-KENNEDY,16,1,3,1,5,0,5,1,2675.0,818.0,6.0,28.0,19.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,522.6679674041011
VILLA OLGA-SUBA,2,0,1,0,0,0,0,1,574.0,229.0,0.0,12.0,7.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,204.50890692892216
VILLA RICA-KENNEDY,4,0,2,0,0,0,2,0,4065.0,1189.0,7.0,12.0,25.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,96.0418774552223
VILLA ROSITA-USME,1,0,0,0,1,0,0,0,1666.0,648.0,2.0,21.0,7.0,0.0,0.0,220.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,1929.0220866054547
VILLA SAGRARIO-ENGATIVÁ,4,3,0,0,0,1,0,0,1927.0,646.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,922.1192021893155
VILLA SONIA-PUENTE ARANDA,28,5,3,7,5,4,3,1,1331.0,459.0,3.0,6.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,733.548458776987
VILLA TERESITA-ENGATIVÁ,13,2,2,0,4,3,1,1,3867.0,1162.0,9.0,24.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1037.7685544298115
VILLA TIMIZA-KENNEDY,1,0,0,1,0,0,0,0,311.0,111.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.3304008221072
VILLA XIMENA-TUNJUELITO,1,0,1,0,0,0,0,0,966.0,326.0,4.0,24.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.108986444799
VILLA ZARZAMORA-KENNEDY,4,0,2,1,0,1,0,0,2356.0,735.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8162853717258
VILLABEL-SAN CRISTÓBAL,4,1,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,948.0400761447864
VILLAS DE ARANJUEZ-USAQUÉN,21,2,4,3,5,1,2,4,9657.0,3454.0,0.0,0.0,20.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,638.9199987490392
VILLAS DE BOLIVAR-CIUDAD BOLÍVAR,12,1,3,2,4,1,1,0,2636.0,724.0,1.0,4.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,662.6941965875772
VILLAS DE GRANADA-ENGATIVÁ,381,24,65,57,68,67,28,72,11535.0,3743.0,10.0,417.0,279.0,0.0,15.0,2.0,9.0,0.0,0.0,4.0,1.0,7.0,1.0,14.060473482290693
VILLAS DE KENNEDY-KENNEDY,13,2,2,2,0,3,2,2,2025.0,637.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.4008235825625
VILLAS DE SAN JOAQUIN-CIUDAD BOLÍVAR,1,0,1,0,0,0,0,0,511.0,159.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,486.61810166164446
VILLAS DE VIZCAYA-BOSA,3,0,1,1,1,0,0,0,7665.0,2193.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,655.7097334828459
VILLAS DEL DORADO SAN ANTONIO-ENGATIVÁ,19,1,4,1,2,1,6,4,5805.0,1818.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,304.39048284382704
VILLAS DEL MADRIGAL-ENGATIVÁ,65,6,7,7,16,8,11,10,5637.0,1803.0,6.0,193.0,23.0,0.0,10.0,0.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,584.4197615587943
VILLAS DEL PROGRESO-BOSA,28,1,4,3,2,6,5,7,196.0,59.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.3241951660514
VILLAS DEL PROGRESO-CIUDAD BOLÍVAR,4,1,1,2,0,0,0,0,1413.0,440.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,528.6567069889464
VILLAS DEL RECUERDO-RAFAEL URIBE,3,0,0,0,0,1,1,1,759.0,232.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,836.347386629063
VILLAS DEL RINCON-SUBA,10,1,2,2,0,3,2,0,1937.0,525.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,802.5576316441908
VILLAS EL DIAMANTE-CIUDAD BOLÍVAR,11,0,3,3,0,3,1,1,2168.0,637.0,11.0,2.0,0.0,1.0,2.0,50.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,636.8432365978754
VILLEMAR-FONTIBÓN,108,10,13,14,15,19,17,20,9714.0,3495.0,52.0,269.0,120.0,1.0,8.0,6.0,8.0,0.0,3.0,15.0,1.0,5.0,1.0,244.84072592663966
